-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,9.5,1.4,5.2,7.4,7.7,7.7,6.9,5.1,4.5,6.5,8.4,11.8,11.5,12.0,8.1,5.2,5.1,6.8,-1.0
-1.0,7.4,9.6,9.6,14.3,10.8,8.5,5.1,1.8,4.8,2.6,6.1,6.9,5.3,6.9,6.9,5.5,5.3,7.1,-1.0
-1.0,1.8,4.4,11.4,13.7,6.3,11.5,6.1,4.7,3.6,3.6,7.2,7.2,1.8,2.5,6.4,4.7,4.4,2.4,-1.0
-1.0,1.3,3.3,7.3,5.5,1.0,8.9,8.6,2.9,5.0,5.3,9.7,4.8,2.0,1.7,5.2,5.7,4.8,2.6,-1.0
-1.0,5.8,7.9,11.1,5.0,7.2,4.4,5.0,8.5,1.5,11.1,6.5,2.4,4.7,2.8,4.9,8.5,2.1,8.5,-1.0
-1.0,7.3,4.4,14.9,5.6,2.2,2.4,4.9,5.7,4.8,8.3,6.5,4.4,2.0,8.9,8.9,3.0,5.0,8.4,-1.0
-1.0,5.0,5.0,10.0,8.1,3.6,1.5,4.7,2.9,2.0,5.4,6.4,4.3,2.2,14.2,13.0,12.3,6.9,5.5,-1.0
-1.0,2.5,1.7,8.0,7.8,2.4,4.7,4.6,3.0,2.4,5.2,9.7,8.6,7.9,10.7,11.1,6.7,8.3,5.5,-1.0
-1.0,2.2,2.3,6.2,5.0,6.3,9.2,5.4,7.3,8.4,5.7,6.4,4.3,2.5,1.8,10.0,7.0,5.3,5.4,-1.0
-1.0,7.1,6.3,5.1,9.1,6.3,4.6,3.1,8.3,2.7,8.1,6.9,5.2,3.7,1.7,4.9,3.0,3.1,5.4,-1.0
-1.0,1.9,5.9,7.6,8.4,2.4,4.5,3.0,5.1,4.3,8.0,6.2,4.4,2.4,5.0,4.8,2.8,2.9,5.3,-1.0
-1.0,6.0,3.2,2.5,10.5,3.8,3.8,2.3,6.5,7.1,8.3,8.8,7.7,1.2,4.6,4.3,2.1,2.2,4.8,-1.0
-1.0,1.8,4.1,7.4,7.1,4.8,7.5,3.9,7.9,2.2,5.1,5.9,9.8,4.5,6.9,2.5,5.4,5.5,8.0,-1.0
-1.0,2.0,1.6,3.6,3.4,1.2,3.7,4.1,6.9,7.7,8.7,9.2,8.0,7.0,7.7,5.0,5.3,2.4,7.9,-1.0
-1.0,1.9,1.7,3.6,3.4,1.3,3.7,3.7,2.4,2.2,6.7,8.9,1.8,4.3,8.6,4.5,4.4,7.5,4.6,-1.0
-1.0,1.8,1.7,1.7,5.6,4.6,5.7,1.6,2.4,4.7,5.2,11.7,2.6,1.7,4.5,8.4,4.4,2.4,4.6,-1.0
-1.0,4.8,4.4,3.0,1.6,4.6,1.6,2.9,2.4,4.7,8.8,9.7,4.4,7.4,4.6,4.5,2.4,2.4,4.9,-1.0
-1.0,1.7,7.2,4.5,7.9,7.3,7.8,4.4,5.1,4.7,8.0,5.9,4.0,1.7,4.7,7.5,5.1,5.2,4.9,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
