76.2,78.5,81.3,83.1,82.4,80.2,77.6,74.3,72.1,71.0,70.5,72.3,75.4,78.0,80.1,81.9,82.7,83.5,84.2,83.0,81.4,79.2,76.8,74.0,71.5,69.8,68.9,69.5,71.2,173.6,76.3,78.9,80.5,81.8,82.0,80.7,78.1,75.3,73.0,71.2
70.8,73.0,75.6,78.2,79.5,78.0,75.1,71.9,69.2,67.5,67.0,68.2,70.8,73.9,76.5,78.8,80.1,81.3,82.0,81.2,79.5,76.9,74.1,71.0,168.4,66.5,65.9,66.7,68.5,71.0,73.8,76.2,78.0,79.4,79.8,78.5,75.9,73.0,70.4,68.2
69.5,71.2,73.8,76.0,77.8,76.5,73.9,70.2,167.1,64.8,64.0,65.2,67.9,71.0,74.0,76.5,78.2,79.6,80.1,79.3,77.5,74.8,71.6,68.3,65.5,63.2,62.5,63.5,65.6,68.3,71.2,73.8,76.0,77.5,78.0,76.6,73.9,70.8,68.0,65.5
68.0,69.5,71.8,74.0,175.5,74.2,71.0,67.5,64.2,61.5,60.8,62.0,64.8,68.0,71.2,73.9,75.8,77.0,77.8,77.0,75.2,72.3,69.0,65.5,62.6,60.0,59.3,60.2,62.5,65.2,68.0,70.6,73.0,74.5,75.0,73.8,71.0,67.9,65.0,62.8
67.2,68.5,70.5,72.6,73.8,72.0,168.5,64.8,61.0,58.2,57.5,58.8,61.5,64.8,68.0,70.8,73.0,74.5,75.2,74.5,72.7,69.8,66.3,62.8,60.0,57.2,56.5,57.4,59.8,62.6,65.5,68.2,70.5,72.0,72.5,71.2,68.5,65.2,62.3,60.0
66.5,67.6,69.2,71.0,72.2,70.5,67.0,63.2,59.2,156.0,55.0,56.2,59.0,62.3,65.5,68.3,70.8,72.3,73.0,72.2,70.3,67.2,63.7,60.1,57.2,54.6,53.8,54.8,57.2,60.0,63.0,65.8,68.2,69.8,70.2,68.9,66.2,63.0,59.8,57.5
66.0,67.0,68.5,70.0,71.0,69.0,65.5,61.5,57.5,54.0,52.8,53.8,56.5,59.8,163.0,65.8,68.2,69.8,70.5,69.8,68.0,65.0,61.5,58.0,55.0,52.2,51.3,52.2,54.5,57.3,60.2,63.0,65.5,67.0,67.5,66.2,63.5,60.2,57.0,54.8
65.8,66.6,68.0,69.5,70.2,68.2,64.5,60.5,56.2,52.5,51.0,52.0,54.5,57.8,61.0,63.8,66.0,67.5,68.2,67.5,65.6,62.5,159.0,55.3,52.2,49.5,48.8,49.8,52.2,55.0,57.8,60.6,63.0,64.6,65.2,64.0,61.2,58.0,55.0,52.6
66.0,66.9,68.0,69.4,70.0,67.8,64.0,60.0,55.5,51.8,50.2,51.2,53.8,57.0,60.2,63.0,65.2,66.8,67.5,66.8,64.8,61.6,58.0,54.2,51.0,48.0,147.0,48.0,50.5,53.3,56.2,59.0,61.5,63.2,63.8,62.5,59.8,56.5,53.5,51.0
66.5,67.5,68.6,69.8,70.2,68.0,64.0,59.8,55.2,51.2,49.5,50.2,52.8,56.0,59.2,62.0,64.2,65.8,66.5,65.8,63.8,60.6,57.0,53.2,50.0,47.0,36.0,47.0,49.5,52.2,55.0,58.0,60.5,62.0,62.5,61.2,58.5,55.2,152.0,49.5
67.0,68.0,69.2,70.5,70.8,68.5,64.5,60.2,55.8,51.8,50.0,50.8,53.2,56.3,59.5,62.3,64.5,66.0,66.8,66.0,64.0,60.8,57.2,53.5,50.2,47.2,46.2,47.2,49.8,52.5,55.3,58.0,60.5,62.2,162.8,61.5,58.8,55.5,52.3,50.0
67.5,68.6,70.0,71.2,71.5,69.2,65.3,61.0,56.5,52.8,51.0,51.8,54.0,57.0,60.0,62.8,65.0,66.5,167.2,66.5,64.5,61.3,57.8,54.0,50.8,48.0,46.8,47.8,50.3,53.0,55.8,58.5,61.0,62.8,63.2,62.0,59.2,56.0,53.0,50.6
68.0,69.2,70.5,71.8,72.2,70.0,66.2,62.0,57.6,54.0,52.2,152.8,55.0,58.0,60.8,63.5,65.8,67.2,68.0,67.2,65.2,62.0,58.5,54.8,51.6,48.8,47.5,48.6,51.0,53.8,56.5,59.2,61.8,63.5,64.0,62.8,59.8,56.5,53.5,51.2
68.5,69.8,71.0,72.5,73.0,170.8,67.0,63.0,58.6,55.2,53.5,54.0,56.0,59.0,61.8,64.2,66.5,68.0,68.8,68.0,66.0,62.8,59.3,55.8,52.6,49.8,48.5,49.6,52.0,54.8,57.5,60.0,62.5,64.2,64.8,63.5,60.5,57.2,54.2,51.8
69.0,70.3,71.6,73.0,73.8,71.5,68.0,64.0,59.8,56.5,54.8,55.2,57.2,60.0,62.8,65.0,67.2,68.8,69.6,68.8,66.8,63.6,60.0,56.5,53.5,50.8,49.5,50.6,53.0,55.8,58.5,161.2,63.5,65.0,65.6,64.2,61.2,58.0,55.0,52.5
69.5,70.8,72.2,73.6,74.5,72.2,68.8,165.0,60.8,57.8,56.0,56.5,58.5,61.2,64.0,66.0,68.0,69.5,70.2,69.5,67.5,64.5,61.0,57.5,54.5,51.8,50.5,51.6,54.0,56.8,59.5,62.0,64.5,66.0,66.6,65.2,62.0,59.0,56.0,53.5
70.0,71.3,72.8,74.2,75.0,73.0,69.8,66.0,62.0,59.0,57.2,57.8,59.8,62.5,65.2,67.0,68.8,70.2,71.0,70.2,68.2,65.2,61.8,58.3,55.3,52.8,51.5,52.6,55.0,57.8,60.5,63.0,65.2,166.8,67.5,66.0,62.8,60.0,57.0,54.2
70.5,71.8,73.2,74.8,85.6,73.8,70.5,67.0,63.2,60.2,58.5,59.0,61.0,63.8,66.2,68.2,70.0,71.2,72.0,71.2,69.0,66.0,62.5,59.0,56.0,53.8,52.5,53.6,56.0,58.8,161.5,64.0,66.0,67.5,68.2,66.8,63.6,60.8,58.0,55.2
71.0,72.3,73.8,75.3,76.2,74.5,71.2,68.0,64.2,61.5,59.8,60.2,62.2,65.0,67.5,69.5,71.2,72.5,73.2,72.5,70.0,67.0,63.5,60.0,57.0,54.8,153.5,54.6,57.0,59.8,62.5,65.0,67.0,68.5,69.0,67.6,64.5,61.8,59.0,56.5
71.5,72.8,74.3,75.8,76.8,75.2,72.0,69.0,65.5,62.8,61.0,61.5,63.5,66.2,68.6,70.8,72.5,73.8,74.5,73.8,71.2,68.2,64.8,161.3,58.3,56.0,54.5,55.8,58.2,61.0,63.5,66.0,68.0,69.5,70.0,68.6,65.5,62.8,60.0,57.5
72.0,73.3,74.8,76.3,77.2,75.8,72.8,70.0,66.8,64.0,62.2,62.8,64.8,67.5,70.0,72.0,73.8,75.0,175.8,75.0,72.5,69.5,66.0,62.6,59.6,57.2,55.8,57.0,59.5,62.2,64.8,67.3,69.2,70.6,71.2,69.8,66.8,64.0,61.2,58.6
72.5,73.8,75.3,76.8,77.6,76.3,73.5,71.0,68.0,65.2,63.5,64.0,66.0,168.8,71.2,73.2,75.0,76.2,77.0,76.2,73.8,70.8,67.5,64.0,61.0,58.5,57.0,58.2,60.8,63.5,66.0,68.5,70.5,71.8,72.2,70.8,68.0,65.2,62.5,60.0
73.0,74.3,75.8,77.2,78.0,76.8,74.2,72.0,169.2,66.5,64.8,65.3,67.2,70.0,72.5,74.3,76.0,77.2,78.0,77.2,75.0,72.0,68.8,65.5,62.5,60.0,58.5,59.6,62.0,64.8,67.5,69.8,71.8,73.0,73.5,72.0,69.3,66.5,63.8,61.2
73.5,74.8,76.2,177.6,78.3,77.2,75.0,73.0,70.5,68.0,66.2,66.6,68.5,71.0,73.5,75.3,77.0,78.2,79.0,78.2,76.0,73.0,69.8,66.5,63.5,61.0,59.5,60.6,63.0,65.8,68.5,70.8,72.8,74.0,74.5,73.0,70.5,67.8,65.0,62.5
74.0,75.3,76.6,78.0,78.6,77.5,75.5,173.8,71.5,69.2,67.5,68.0,69.8,72.2,74.5,76.2,78.0,79.3,80.0,79.3,77.0,74.0,70.8,67.5,64.5,62.0,60.5,61.6,64.0,66.8,69.5,71.8,73.8,75.0,75.5,74.0,71.5,68.8,66.0,63.5
74.2,75.5,76.8,78.3,79.0,77.8,76.0,74.5,72.5,70.2,68.5,69.0,70.8,173.3,75.5,77.2,78.8,80.0,80.8,80.0,77.8,74.8,71.5,68.2,65.2,62.8,61.2,62.3,64.8,67.5,70.2,72.5,74.5,75.8,76.3,74.8,72.2,69.5,66.8,64.2
74.0,75.3,76.5,78.0,78.8,77.5,75.8,74.0,72.0,69.8,68.0,68.5,70.2,72.8,75.0,76.6,78.3,79.5,180.2,79.5,77.3,74.3,71.0,67.7,64.7,62.3,60.8,61.8,64.3,67.0,69.7,72.0,74.0,75.3,75.8,74.3,71.8,69.0,66.3,63.8
73.6,74.8,76.0,77.5,78.3,77.0,75.3,73.5,71.5,69.3,67.5,68.0,69.6,72.2,74.5,76.0,77.6,88.8,79.6,78.8,76.6,73.6,70.3,167.0,64.0,61.6,60.0,61.0,63.5,66.2,68.9,71.2,73.2,74.6,75.2,73.6,71.2,68.4,65.7,63.2
73.0,74.2,75.5,77.0,77.8,76.5,74.8,73.0,71.0,68.8,67.0,67.5,69.0,71.5,73.8,75.3,77.0,78.2,79.0,78.2,76.0,73.0,69.7,66.4,63.4,61.0,59.5,60.5,163.0,65.7,68.4,70.7,72.7,74.0,74.6,73.0,70.6,67.8,65.1,62.6
72.5,73.6,74.8,76.2,77.0,75.8,74.2,72.5,70.5,68.2,66.5,67.0,68.5,71.0,73.2,74.8,76.5,77.6,78.5,77.6,75.5,72.5,69.2,66.0,63.0,60.6,59.0,60.0,62.5,65.2,67.9,70.2,72.2,73.5,174.0,72.5,70.0,67.2,64.5,62.0
72.0,73.0,74.2,75.5,76.2,75.0,73.5,71.8,69.8,67.5,65.8,66.3,67.8,70.2,72.5,74.0,75.6,76.8,77.6,76.8,74.6,71.6,68.3,65.0,62.0,59.6,58.0,59.0,61.5,64.2,67.0,69.3,71.3,72.6,73.2,71.6,69.2,66.4,163.7,61.2
71.5,72.3,73.5,74.8,75.5,74.2,72.8,71.0,69.0,66.8,65.0,65.5,67.0,69.5,71.8,73.3,75.0,76.2,77.0,76.2,74.0,71.0,67.7,64.4,61.4,59.0,57.5,58.5,61.0,63.7,66.4,168.7,70.7,72.0,72.5,71.0,68.5,65.7,63.0,60.5
71.0,71.8,73.0,74.2,74.8,73.5,72.0,70.2,68.2,66.0,64.2,64.7,66.2,68.6,71.0,72.5,74.2,75.3,76.0,75.3,73.2,70.2,66.9,63.6,60.6,58.2,156.8,57.8,60.2,63.0,65.7,68.0,70.0,71.3,71.8,70.3,67.8,65.0,62.3,59.8
70.5,71.2,72.3,73.5,74.2,73.0,71.5,69.8,67.8,65.5,63.8,64.2,65.6,68.0,70.3,71.8,73.5,74.6,75.3,74.6,172.5,69.5,66.2,63.0,60.0,57.6,56.2,57.2,59.6,62.3,65.0,67.3,69.3,70.6,71.2,69.8,67.2,64.5,61.8,59.3
70.0,70.6,71.7,72.8,73.5,72.3,70.8,69.0,67.0,64.8,63.0,63.5,65.0,167.3,69.6,71.0,72.7,73.8,74.5,73.8,71.7,68.7,65.4,62.2,59.2,56.8,55.5,56.5,58.9,61.6,64.3,66.6,68.6,70.0,70.5,69.0,66.5,63.7,61.0,58.5
69.5,70.0,71.0,72.0,72.6,71.5,70.0,68.2,166.2,64.0,62.2,62.7,64.2,66.5,68.8,70.2,72.0,73.0,73.8,73.0,71.0,68.0,64.7,61.5,58.5,56.0,54.8,55.8,58.2,60.9,63.6,66.0,68.0,69.3,69.8,68.3,65.8,63.0,60.3,57.8
69.0,69.4,70.3,171.2,71.8,70.6,69.2,67.5,65.5,63.3,61.5,62.0,63.4,65.7,68.0,69.5,71.2,72.2,73.0,72.2,70.2,67.2,64.0,60.8,57.8,55.3,54.0,55.0,57.4,60.2,62.9,65.3,67.3,68.6,69.2,67.8,65.2,62.4,59.7,57.2
68.5,68.8,69.6,70.4,71.0,69.8,68.4,66.8,64.8,62.6,60.8,161.3,62.7,65.0,67.2,68.8,70.5,71.5,72.2,71.5,69.5,66.5,63.3,60.1,57.1,54.6,53.3,54.3,56.7,59.5,62.2,64.6,66.6,68.0,68.5,67.2,64.6,61.8,59.1,56.6
68.0,68.2,68.8,69.5,70.0,68.9,67.6,66.0,64.0,61.8,60.0,60.5,62.0,64.3,66.5,68.0,69.8,70.8,171.5,70.8,68.8,65.8,62.6,59.4,56.4,54.0,52.6,53.6,56.0,58.8,61.5,63.9,65.9,67.2,67.8,66.5,63.9,61.1,58.4,55.9
67.5,67.6,68.0,68.6,69.0,68.0,66.8,65.3,63.3,61.1,59.3,59.8,61.2,63.5,65.8,67.3,69.0,70.0,70.7,70.0,68.0,65.0,61.8,58.6,55.6,53.2,52.0,53.0,55.4,58.2,60.9,63.3,165.3,66.6,67.2,65.8,63.2,60.4,57.7,55.2
